date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:49:42	1638/1638	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Oct%202024%2010:19:36%20GMT	https://static.wixstatic.com/media/2cab10_df9d859e518a493c9d72cbba345949d9~mv2.jpeg/v1/fill/w_72,h_70,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/WhatsApp%20Image%202024-03-15%20at%2014_18_56.jpeg	E:/avenue%20corporation%20website/Avenue%20Corporation/static.wixstatic.com/media/2cab10_df9d859e518a493c9d72cbba345949d9_mv2.jpeg/v1/fill/w_72,h_70,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/WhatsApp%20Image%202024-03-15%20at%2014_18_56.jpg	(from https://alactic.wixsite.com/my-site-4-2)
15:49:42	10862/10862	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Oct%202024%2010:19:37%20GMT	https://static.wixstatic.com/media/c19c76_6c64fe7fa8964e09bf2143f277e5f8ed.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_6c64fe7fa8964e09bf2143f277e5f8ed.png	E:/avenue%20corporation%20website/Avenue%20Corporation/static.wixstatic.com/media/c19c76_6c64fe7fa8964e09bf2143f277e5f8ed.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_6c64fe7fa8964e09bf2143f277e5f8ed.png	(from https://alactic.wixsite.com/my-site-4-2)
15:49:42	12593/12593	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202024%2011:00:12%20GMT	https://static.wixstatic.com/media/c19c76_82f231993a674b1896b44089efb147fc.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_82f231993a674b1896b44089efb147fc.png	E:/avenue%20corporation%20website/Avenue%20Corporation/static.wixstatic.com/media/c19c76_82f231993a674b1896b44089efb147fc.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_82f231993a674b1896b44089efb147fc.png	(from https://alactic.wixsite.com/my-site-4-2)
15:49:43	9996/9996	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Oct%202024%2010:19:37%20GMT	https://static.wixstatic.com/media/c19c76_1d3deb1566654d56b8630dcabfe7027e.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_1d3deb1566654d56b8630dcabfe7027e.png	E:/avenue%20corporation%20website/Avenue%20Corporation/static.wixstatic.com/media/c19c76_1d3deb1566654d56b8630dcabfe7027e.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_1d3deb1566654d56b8630dcabfe7027e.png	(from https://alactic.wixsite.com/my-site-4-2)
15:49:43	11872/11872	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202024%2012:59:31%20GMT	https://static.wixstatic.com/media/c19c76_75bd6ff08bc54e11a0bb3b681f80e249.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_75bd6ff08bc54e11a0bb3b681f80e249.png	E:/avenue%20corporation%20website/Avenue%20Corporation/static.wixstatic.com/media/c19c76_75bd6ff08bc54e11a0bb3b681f80e249.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_75bd6ff08bc54e11a0bb3b681f80e249.png	(from https://alactic.wixsite.com/my-site-4-2)
15:49:43	11515/11515	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Oct%202024%2010:19:38%20GMT	https://static.wixstatic.com/media/c19c76_75b403aa340f4ec2b4a09dd1a9ecafeb.png/v1/fill/w_146,h_146,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_75b403aa340f4ec2b4a09dd1a9ecafeb.png	E:/avenue%20corporation%20website/Avenue%20Corporation/static.wixstatic.com/media/c19c76_75b403aa340f4ec2b4a09dd1a9ecafeb.png/v1/fill/w_146,h_146,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_75b403aa340f4ec2b4a09dd1a9ecafeb.png	(from https://alactic.wixsite.com/my-site-4-2)
15:49:43	13776/13776	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202024%2011:00:14%20GMT	https://static.wixstatic.com/media/c19c76_cf4a17b1cf394757aa44ab9ba26df915.png/v1/fill/w_146,h_146,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_cf4a17b1cf394757aa44ab9ba26df915.png	E:/avenue%20corporation%20website/Avenue%20Corporation/static.wixstatic.com/media/c19c76_cf4a17b1cf394757aa44ab9ba26df915.png/v1/fill/w_146,h_146,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_cf4a17b1cf394757aa44ab9ba26df915.png	(from https://alactic.wixsite.com/my-site-4-2)
15:49:44	10448/10448	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Oct%202024%2010:19:39%20GMT	https://static.wixstatic.com/media/c19c76_452720f393594be0899dbc968190e648.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_452720f393594be0899dbc968190e648.png	E:/avenue%20corporation%20website/Avenue%20Corporation/static.wixstatic.com/media/c19c76_452720f393594be0899dbc968190e648.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_452720f393594be0899dbc968190e648.png	(from https://alactic.wixsite.com/my-site-4-2)
15:49:44	11779/11779	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Oct%202024%2010:19:39%20GMT	https://static.wixstatic.com/media/c19c76_1d51056e398947f2ad3677f37a94d0b9.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_1d51056e398947f2ad3677f37a94d0b9.png	E:/avenue%20corporation%20website/Avenue%20Corporation/static.wixstatic.com/media/c19c76_1d51056e398947f2ad3677f37a94d0b9.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_1d51056e398947f2ad3677f37a94d0b9.png	(from https://alactic.wixsite.com/my-site-4-2)
15:49:45	12105/12105	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Oct%202024%2010:19:39%20GMT	https://static.wixstatic.com/media/c19c76_cfeea1550efb4df2bbd1d142a13af6d2.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_cfeea1550efb4df2bbd1d142a13af6d2.png	E:/avenue%20corporation%20website/Avenue%20Corporation/static.wixstatic.com/media/c19c76_cfeea1550efb4df2bbd1d142a13af6d2.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_cfeea1550efb4df2bbd1d142a13af6d2.png	(from https://alactic.wixsite.com/my-site-4-2)
15:49:45	14377/14377	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Oct%202024%2010:19:40%20GMT	https://static.wixstatic.com/media/c19c76_ba81a195b94a4f9facf9c5ffd28b7cd0.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_ba81a195b94a4f9facf9c5ffd28b7cd0.png	E:/avenue%20corporation%20website/Avenue%20Corporation/static.wixstatic.com/media/c19c76_ba81a195b94a4f9facf9c5ffd28b7cd0.png/v1/fill/w_147,h_147,al_c,lg_1,q_85,blur_3,enc_auto/c19c76_ba81a195b94a4f9facf9c5ffd28b7cd0.png	(from https://alactic.wixsite.com/my-site-4-2)
15:49:45	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	E:/avenue%20corporation%20website/Avenue%20Corporation/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://alactic.wixsite.com/my-site-4-2)
15:49:46	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:19:41%20GMT	https://alactic.wixsite.com/sitemap.xml	E:/avenue%20corporation%20website/Avenue%20Corporation/alactic.wixsite.com/sitemap.1d.delayed	(from https://alactic.wixsite.com/my-site-4-2)
15:49:46	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:19:41%20GMT	https://alactic.wixsite.com/feed.xml	E:/avenue%20corporation%20website/Avenue%20Corporation/alactic.wixsite.com/feed.1e.delayed	(from https://alactic.wixsite.com/my-site-4-2)
15:49:47	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:19:42%20GMT	https://alactic.wixsite.com/${i.uri}	E:/avenue%20corporation%20website/Avenue%20Corporation/alactic.wixsite.com/${i.1f.delayed	(from https://alactic.wixsite.com/my-site-4-2)
15:49:47	134099/134099	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e28d1eaed27a6277d6df60e7b03e46f8%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.d7f857a2.bundle.min.js	E:/avenue%20corporation%20website/Avenue%20Corporation/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.d7f857a2.bundle.min.js	(from https://alactic.wixsite.com/my-site-4-2)
15:49:47	256725/256725	---M-Z	200	added ('OK')	application/javascript	etag:W/%223ae6b5b4d574d6d79527a8913bd16778%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.b6b1dfbb.bundle.min.js	E:/avenue%20corporation%20website/Avenue%20Corporation/static.parastorage.com/services/wix-thunderbolt/dist/main.b6b1dfbb.bundle.min.js	(from https://alactic.wixsite.com/my-site-4-2)
15:49:47	166/166	---M--	200	added ('OK')	application/javascript	etag:%227276034de396f62e15b7cc118d61c360%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	E:/avenue%20corporation%20website/Avenue%20Corporation/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	(from https://alactic.wixsite.com/my-site-4-2)
15:49:48	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	E:/avenue%20corporation%20website/Avenue%20Corporation/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://alactic.wixsite.com/my-site-4-2)
15:49:48	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	E:/avenue%20corporation%20website/Avenue%20Corporation/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://alactic.wixsite.com/my-site-4-2)
15:49:48	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	E:/avenue%20corporation%20website/Avenue%20Corporation/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://alactic.wixsite.com/my-site-4-2)
15:49:49	3029/3029	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:19:44%20GMT	https://alactic.wixsite.com/decodeURIComponent(e	E:/avenue%20corporation%20website/Avenue%20Corporation/alactic.wixsite.com/decodeURIComponent(e.26.delayed	(from https://alactic.wixsite.com/my-site-4-2)
15:49:50	9800/9800	---M-Z	200	added ('OK')	application/javascript	etag:W/%227f6a360bf47f00b1714dc34cc20ec4bd%22	https://static.parastorage.com/services/tag-manager-client/1.875.0/siteTags.bundle.min.js	E:/avenue%20corporation%20website/Avenue%20Corporation/static.parastorage.com/services/tag-manager-client/1.875.0/siteTags.bundle.min.js	(from https://alactic.wixsite.com/my-site-4-2)
15:49:50	3031/3031	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:19:45%20GMT	https://alactic.wixsite.com/my-site-4-2/c	E:/avenue%20corporation%20website/Avenue%20Corporation/alactic.wixsite.com/my-site-4-2/c.28.delayed	(from https://alactic.wixsite.com/my-site-4-2/services)
15:49:51	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:19:46%20GMT	https://alactic.wixsite.com/my-site-4-2/t	E:/avenue%20corporation%20website/Avenue%20Corporation/alactic.wixsite.com/my-site-4-2/t.29.delayed	(from https://alactic.wixsite.com/my-site-4-2/services)
15:49:52	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:19:46%20GMT	https://alactic.wixsite.com/my-site-4-2/robots.txt	E:/avenue%20corporation%20website/Avenue%20Corporation/alactic.wixsite.com/my-site-4-2/robots.2a.delayed	(from https://alactic.wixsite.com/my-site-4-2/services)
15:49:53	259/259	---M--	200	added ('OK')	text/xml	etag:W/%22103-2EObs7PbBMWfoQ3DQOAr6yY/pnU%22	https://alactic.wixsite.com/my-site-4-2/sitemap.xml	E:/avenue%20corporation%20website/Avenue%20Corporation/alactic.wixsite.com/my-site-4-2/sitemap.xml	(from https://alactic.wixsite.com/my-site-4-2/services)
15:49:53	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:19:48%20GMT	https://alactic.wixsite.com/my-site-4-2/feed.xml	E:/avenue%20corporation%20website/Avenue%20Corporation/alactic.wixsite.com/my-site-4-2/feed.2c.delayed	(from https://alactic.wixsite.com/my-site-4-2/services)
15:49:54	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:19:49%20GMT	https://alactic.wixsite.com/my-site-4-2/${i.uri}	E:/avenue%20corporation%20website/Avenue%20Corporation/alactic.wixsite.com/my-site-4-2/${i.2d.delayed	(from https://alactic.wixsite.com/my-site-4-2/services)
15:49:54	133945/133945	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ac2e276158dcb034bfa8cadad021956c%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.590b364c.bundle.min.js	E:/avenue%20corporation%20website/Avenue%20Corporation/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.590b364c.bundle.min.js	(from https://alactic.wixsite.com/my-site-4-2/services)
15:49:55	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Oct%202024%2010:19:49%20GMT	https://alactic.wixsite.com/my-site-4-2/decodeURIComponent(e	E:/avenue%20corporation%20website/Avenue%20Corporation/alactic.wixsite.com/my-site-4-2/decodeURIComponent(e.2f.delayed	(from https://alactic.wixsite.com/my-site-4-2/services)
